,url,link_text,tokens,token_values
94912680,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/abfall.html,Zum Inhalt,entsorgungslogistik__kehrichtheizkraftwerk__abfall__wissen__recycling__stadt__+__lesen__departement__wählen,0.25964967967888664__0.1871207165213789__0.1778462107585056__0.08105377729164133__0.0553601831106652__0.039107376913922014__0.03638451039447085__0.033681331934414666__0.02983975056035059__0.029752896093443174
94868730,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen.html,Zurück zu Wissen,sauberkeit__einkauf__abwasser__beschaffung__kreislaufwirtschaft__rundgang__fernwärme__lesen__gebühr__abfall,0.09588905634820466__0.08271439159307631__0.08160194984559825__0.07776100466785782__0.07719737340070569__0.07347880004720682__0.07219364815754102__0.07051113620182897__0.06801548328130401__0.06618972017794818
94876989,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/kreislaufwirtschaft/abfallvermeidungs-abc.html,Abfallvermeidungs-ABC,tipp__gerät__reparieren__kaufen__z.__b.__möbel__verkaufsstelle__buch__lebensmittel,0.11868781341480548__0.06738895876488703__0.051116847668192564__0.04750181472934782__0.03161414411610637__0.03091495771405781__0.02952574067443683__0.02756570054073223__0.02722914916798551__0.02262756379796381
94876467,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/kreislaufwirtschaft.html,Kreislaufwirtschaft,kreislaufwirtschaft__abfallvermeidungs-abc__gruppe__wissen__nachricht__recycling__lesen__77montag__uhrsamstag__center,0.32058353676126394__0.13896542493794203__0.08149611763953225__0.04818196761225346__0.034758775635042344__0.0329085532935621__0.03003252097485308__0.027808217594149368__0.02512210696108804__0.023690007602200386
94912889,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/kreislaufwirtschaft/was-ist-kreislaufwirtschaft.html,Was ist Kreislaufwirtschaft,kreislaufwirtschaft__kreislauf__wirtschaftsmodell__produkt__material__recycling__abfallvermeidungs-abc__linear__modell__bafu,0.17031554803033389__0.06863503161861932__0.06662473795117715__0.06459913811973202__0.055622204333531336__0.04971795821329525__0.04498880663458554__0.04310544486555062__0.04040592338960827__0.03870982092012079
94876468,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/rundgang.html,Rundgang,rundgang__sauberes__klärwerk__kehrichtheizkraftwerk__wärme__bestimmung__wasser__werdhölzli__rundgäng__anreise,0.345235996330748__0.14599480440951107__0.11893813489673828__0.11685943580420745__0.09174071500607334__0.08296111611665505__0.0737603746394205__0.0676672039686901__0.052634240645872674__0.04290755439705656
94892861,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/sauberkeit/freiwilligen-engagement.html,Zum Inhalt,freiwilligen-engagement__erz__tageseinsatz__sauberkeit__spezial-einsätz__clean-up__stadtreinigung__porträt__littering__day,0.13605965961969196__0.08980915010620254__0.08607308535328455__0.08049081372294552__0.0573820569021897__0.0573820569021897__0.04431757120278481__0.04136638925298062__0.04136638925298062__0.039584181306423834
94876974,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/sauberkeit/gemeinsam-gegen-littering.html,Gemeinsam gegen Littering,littering__abfallbehälter__erz__sauberkeit__abfallkonzept__abfall__abfallfrei__issen__auffälligen__treffen,0.36088272133673427__0.10911979311638231__0.06632805156091508__0.06501911250025669__0.05457164261691144__0.053857201559887075__0.052015290000205355__0.05116068716018929__0.04914360092978928__0.04131203468805173
94876975,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/sauberkeit/gemeinsam-gegen-littering/mehr-abfallbehaelter.html,Mehr auffällige Abfallbehälter,abfallbehälter__auffälligen__rot__behälter__imag__view__seeanlag__littering__sauberkeit__abfallkapazität,0.3036185258240784__0.12271429207438549__0.09814903310531452__0.08468772913514538__0.07983076463003493__0.07805861452127326__0.062002902404820766__0.06007627555821567__0.05844827639599046__0.055557185834628896
94876976,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/sauberkeit/gemeinsam-gegen-littering/Zueri_trifft.html,Zum Inhalt,abfallbehälter__littering__treffen__züri__sauberkeit__triffst__hilf__erz__auffälligen__tiktok,0.15551862951712975__0.13334577241549048__0.10990621306813449__0.0889078995106248__0.08648816847092969__0.061657582710588146__0.05847897527183624__0.055143321297701955__0.05447552103066838__0.05447552103066838
94876466,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/sauberkeit.html,Sauberkeit im öffentlichen Raum,freiwilligen-engagement__sauberkeit__stadtreinigung__littering__porträt__gemeinsam__wissen__raum__öffentlich__recycling,0.2294175183741268__0.2120623361546834__0.18681560783943135__0.17437524085102601__0.17437524085102601__0.07091825878890198__0.06671349361696634__0.06190145817054233__0.05711921282707556__0.04556568917570136
94868733,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/waermeproduktion/ausbau_fernwaerme.html,Ausbau der Fernwärme (aktiv),fernwärme__ausbau__verbindungsleitung__zürich-west__fernwärmeversorgung__bild__zürich-nord__kva__erz__tonne,0.1333697917769834__0.0781641741062776__0.07534270026755892__0.051216486407439366__0.04289184706746911__0.04207057782397598__0.03875097942791647__0.03564904286983938__0.03529504751735441__0.029821037133667395
94868732,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/waermeproduktion/fakten-fw.html,Zahlen & Fakten zur Fernwärme von ERZ,fernwärme__erz__erz-fernwärme__kehricht__öl__gas__verbrennung__fakt__hagenholz__co2-eq,0.16674748543787224__0.07432107257354122__0.06845880376438322__0.05207886939184224__0.04232963354711954__0.04040895779466193__0.03850850267303289__0.03566617124771821__0.0352056354695235__0.03324034585877374
94868731,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/waermeproduktion.html,Fernwärme,fernwärme__ausbau__erz__fakt__wissen__zahl__nachricht__recycling__77montag__uhrsamstag,0.2885815614853578__0.08326365498379945__0.07519543813322993__0.07217154652479449__0.04637836454655413__0.03745795029357168__0.03345764499629744__0.0316766823146587__0.02676726827244324__0.02418170723527191
94895950,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/wasser.html,Zum Inhalt,wasserkreislauf__abwasser__entwässerung__schütze__klärwerk__wasser__wissen__recycling__lesen__stadt,0.21849724808191784__0.1938889304182603__0.1873453000878792__0.1855643032726102__0.16841377778766797__0.1305538311455308__0.07167565429922003__0.048954872668108905__0.044676477483252514__0.03458255644454261
94895949,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/wissen/wasser/klaerwerk.html,Klärwerk weiter lesen in «Klärwerk»,klärwerk__abwasser__werdhölzli__klärschlammverwertung__sekunde__wasser__reinigungsstufen__abwasserzulauf__abwasserreinigung__kubikmeter,0.1914124801011573__0.1084881414132231__0.08795758666161378__0.05864306291613848__0.05195078181773008__0.04565610857979545__0.04309866674658451__0.04309866674658451__0.039095375277425654__0.034633854545153386
94869554,www.stadt-zuerich.ch/ted/de/index/geoz/hausnummern-bestellen.html,Hausnummern bestellen,hausnummer__gebäudeadressierung__hausnummernschild__e-formular__anbring__vermessung__vergabe__bestellen__bestellung__stadt-zuerich.ch/hausnummern,0.1136097304109908__0.06777018789310335__0.06777018789310335__0.06777018789310335__0.055829334794057356__0.04553675254748142__0.04179657989210192__0.03996371847866904__0.03464114228934288__0.033885093946551675
94862604,www.stadt-zuerich.ch/ted/de/index/geoz.html,Geomatik & Vermessung,vermessung__hausnummer__geomatik__datenbezug__+__aussagekraft__hinaus.​__bestellen__les__nachricht,0.20414544137228383__0.07276040705410591__0.0598086812377571__0.0481168353023551__0.03761490446578146__0.036019658681928114__0.036019658681928114__0.03583220362145397__0.03333862428071781__0.030225022291341167
94877455,www.stadt-zuerich.ch/ted/de/index/geoz/plan-und-datenbezug/3d-stadtmodell.html,3D-Stadtmodell,3d-stadtmodell__webkarte__lod__vermessung__virtuell__geomatik__brücke__geht's__visualisieren__beziehen,0.10728050466789252__0.06657396484790597__0.062133911226326__0.05869181439453161__0.04798900848044965__0.04298748963963792__0.04195229353869094__0.039452414055008295__0.03671967641376675__0.03557785634856043
94877454,www.stadt-zuerich.ch/ted/de/index/geoz/plan-und-datenbezug/bestellung-von-katasterplaenen.html,Katasterplan bestellen,katasterplan__analog__projektdat__digital__vermessung__liegenschaftsbewertung__linie__beziehen__block__weberstras,0.18541225429953018__0.12122205941595471__0.06157708978276755__0.05853881854989285__0.04597270057012919__0.04105139318851169__0.041039797661550644__0.03344132711614035__0.03215836190906185__0.030542770027091867
94869553,www.stadt-zuerich.ch/ted/de/index/geoz/plan-und-datenbezug.html,Plan- und Datenbezug,katasterplan__beziehen__leitungskataster__vermessung__3d-stadtmodell__datenbezug__geodaten__stadt-zuerich.ch/geoz-geodaten__spezialplan__geoshop,0.13572800725672793__0.08812863499184694__0.07404585010867143__0.06461484153526416__0.05905348880801423__0.057111151993047636__0.03490260545526954__0.03420215296861982__0.03288339402414695__0.03186068317160651
94877456,www.stadt-zuerich.ch/ted/de/index/geoz/plan-und-datenbezug/leitungskataster-beziehen.html,Leitungskataster beziehen,leitungskataster__geoshop__beziehen__elektrizität__katasterplan__fernwärme__vermessung__nachricht__pdf__dokument,0.1603992308587119__0.09411421316274009__0.08677525938673275__0.05006769354134426__0.04811171639344176__0.04499875088410416__0.03817353781758153__0.03391100061955351__0.032473205195786475__0.026321215447387473
94877457,www.stadt-zuerich.ch/ted/de/index/geoz/plan-und-datenbezug/weitere-geodaten-beziehen.html,Zum Inhalt,beziehen__vermessung__datenportal__gis-browser__geodaten__katasterplan__geodat__leitungskataster__geomatik__3d-stadtmodell,0.08755488085778543__0.06877946999359173__0.05283984314839561__0.049676658106814243__0.049536249930004946__0.046232352471822946__0.0460495385870329__0.04203644615544368__0.03627069438344449__0.03352515770871641
94869555,www.stadt-zuerich.ch/ted/de/index/geoz/ueber-uns.html,Über uns,vermessung__schnupperlehr__lehrstelle__geomatik__kundenorientiern__print-dienstleistunge__stadt__vermess__befürworten__auszubildender,0.0695950368314604__0.06332057264703443__0.044742996871573834__0.03670078166862367__0.031072497215810232__0.031072497215810232__0.03032238644775113__0.027453078780277543__0.027453078780277543__0.027453078780277543
94869552,www.stadt-zuerich.ch/ted/de/index/geoz/vermessung.html,Vermessung,bautätigkeit__vermessung__grenzverläufe__grundeigentum__vermessungskompetenz__zuverlässigen__vermessungstadtvermessung__verorten__baufortschritt__56öffnungszeit,0.21782921645089529__0.2031639729041479__0.09755047965857652__0.07821681979298171__0.0377949124788461__0.03584648724595731__0.03584648724595731__0.03584648724595731__0.03339244678562605__0.03251682655285884
94867328,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/aktuelle-projekte.html,Aktuelle Projekte,quartierpark__saffainsel__nebelwolke__limmatraum__turbinenplatz__landiwiese__waldbau__koch-park__probstei-hügel__freiraumkonzept,0.2281601537639446__0.12959885793094145__0.126984369335503__0.12467867132690634__0.12467867132690634__0.12075149618794792__0.11244831211394564__0.10895104206133675__0.10609411643913158__0.09974293706152507
94871439,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/aktuelle-projekte/quartierpark-areal-thurgauerstrasse-.html,Quartierpark Areal Thurgauerstrasse,quartierpark__thurgauerstrasse__dialog-veranstaltung__areal__hager__park__plantermin__dialog__waldbau__koch-park,0.11064820734921586__0.07889062038263386__0.06523935100082978__0.06147457712101519__0.040308316407327724__0.037257381503704536__0.03261967550041489__0.030085306718328875__0.029745144801925454__0.028820037059793437
94867279,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/ausstellungen.html,Ausstellungen (aktiv),bild__ausstellung__anschauen__vorherig__nächster__führung__hitze__hell__hitzeminderung__sorgen,0.09927831453167665__0.08476106919587502__0.06053230986264301__0.06053230986264301__0.04260489502602211__0.04186488472752696__0.04162186910193592__0.03371681100676155__0.03210425348115584__0.02491566248620986
94867302,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/baustellen.html,Baustellen,bauinfotafel__bachwiesenpark__krähbühl__volière__baustelle__grün__arboretum__dokument__t__durscher,0.134612017047945__0.09819972462005527__0.08076721022876701__0.07135920135010498__0.06447518947003392__0.06332523009775612__0.06327047574231517__0.05543680650734006__0.052031968788705564__0.05106896813122685
94867309,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/bodensicherungs-und-sanierungsarbeiten-josefwiese.html,Bodensicherungs- und Sanierungsarbeiten Josefwiese,boden__dioxin__josefwiese__prüfwert__ng__belastung__sanierungswert__uneingeschränkt__dioxine__kg,0.09218806429249103__0.0802752508092277__0.07986924400120649__0.07000073951029336__0.05602189583164516__0.05487582191250713__0.04816515048553663__0.04638766832559167__0.04440901514766863__0.041859176617356476
94862620,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230512-kolonialismus-und-sukkulenten.html,"Sukkulenten im Spannungsfeld zwischen Pflanzenjagd und WissenschaftFreitag, 12. Mai 2023, 14.00–15.00 UhrSukkulenten-Sammlung Zürich, Mythenquai 88, 8002 ZürichAnhand einiger sukkulenten Pflanzen zeigen wir wie eng verflochten koloniales Denken und Handeln mit der botanischen Wissenschaft sind. Anmeldung bis 10. Mai über untenstehendes Formular.Weiter zum Artikel: Sukkulenten im Spannungsfeld zwischen Pflanzenjagd und Wissenschaft",sukkulent__wissenschaft__pflanzenjagd__mythenquai__pflanze__kolonial__spannungsfeld__sukkulenten-sammlung__zürich__herkunftsländern,0.12184797215517719__0.07709953623711896__0.0715602523327144__0.06497536113315686__0.06335844763689504__0.060412073827503826__0.060412073827503826__0.05118298659319219__0.04228963277974264__0.04119375329922166
94917148,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230518-wie-das-feuer-zu-den-menschen-kam.html,Zum Inhalt,feuer__dunkelhölzlistrasse__dunkelhölzli__naturschule__entfachen__primitiv__hören__draussen__anmeldung__weise,0.09846117646625725__0.09518386400628664__0.08117377324687945__0.06690503655829778__0.06690503655829778__0.06345590933752443__0.04147152868621427__0.04147152868621427__0.03977361224728335__0.03819467506196589
94917149,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230523-stadtbaeume-eichhoernchen-und-co.html,Zum Inhalt,eichhörnchen__co.__stadtbaum__gloor__sandra__grünanlage__spaziergang__triemli__formular__nahrungsgrundlage,0.11848892392171959__0.07096068145032462__0.06436837156656097__0.05924446196085979__0.044132520329751276__0.039678988658488__0.039306425757040395__0.03312948909026967__0.03251772786148974__0.032484883452892514
94917151,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230525-die-vielfalt-der-nachtschattengewaechse.html,Zum Inhalt,nachtschattengewächse__sackzelg__pflanze__stadtgärtnerei__familie__formular__gemüsepflanz__kultivierung__gewächs__solanaceae,0.1420203685173166__0.06892138483965145__0.05460894772513335__0.042124181783298346__0.03797224668371661__0.037472810202288175__0.03743496093142852__0.03743496093142852__0.03743496093142852__0.03743496093142852
94917152,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230526-einfach-maehen-mit-der-sense.html,Zum Inhalt,sense__mäh__mähen__sackzelg__kunz__üben__stadtgärtnerei__teilnehmende__formular__handsense,0.16049059471486643__0.08024529735743322__0.055642308560888955__0.05400556274748807__0.046667493449308886__0.03501576206061119__0.033007754382435264__0.02961212832495097__0.02936302291970342__0.029333364908955183
94917153,www.stadt-zuerich.ch/ted/de/index/gsz/aktuell/gruenagenda/2023/april-juni/230526-fuehrung-durch-die-ausstellung-cool-down-zurich.html,Zum Inhalt,down__cool__pflanze__sackzelg__ausstellung__zurich__führung__schatten__kühl__stadtgärtnerei,0.08447818416688392__0.08169042051248232__0.060918348059909706__0.05766331002520639__0.051667105924178794__0.047799235098692494__0.04374725575397808__0.0398842961509712__0.03645796284716396__0.03524333934060817
